reading_id,plant_id,timestamp,ambient_temp,module_temp,irradiation,poa_irradiance,wind_speed,wind_direction,humidity,cloud_cover_pct,rainfall_mm
21,4135001,2026-05-23 20:00:00,26.06,26.3,0.0,0.0,1.46,N,46.6,4.8,0.0
22,4135001,2026-05-23 21:00:00,22.98,22.69,0.0,0.0,2.25,NW,50.7,25.4,0.0
23,4135001,2026-05-23 22:00:00,20.89,18.74,0.0,0.0,1.5,N,35.5,2.4,0.0
24,4135001,2026-05-23 23:00:00,17.74,19.87,0.0,0.0,1.45,SW,78.1,23.4,0.0
25,4135001,2026-05-24 00:00:00,17.19,17.54,0.0,0.0,1.62,S,40.6,46.7,0.0
26,4135001,2026-05-24 01:00:00,16.05,14.67,0.0,0.0,2.77,NE,49.2,28.9,0.0
27,4135001,2026-05-24 02:00:00,16.52,16.68,0.0,0.0,3.29,S,45.0,14.1,0.0
28,4135001,2026-05-24 03:00:00,18.38,20.47,0.0,0.0,3.82,N,31.3,30.2,0.0
29,4135001,2026-05-24 04:00:00,15.62,16.1,0.0,0.0,4.68,E,53.2,0.8,0.0
30,4135001,2026-05-24 05:00:00,16.27,15.98,0.0,0.0,2.8,W,47.7,18.8,0.0
31,4135001,2026-05-24 06:00:00,17.35,17.53,0.0,0.0,2.6,S,13.4,26.1,0.0
32,4135001,2026-05-24 07:00:00,19.11,23.77,181.57,191.53,2.66,NE,68.4,32.0,0.0
33,4135001,2026-05-24 08:00:00,22.2,33.57,370.3,389.63,4.52,N,39.7,23.8,0.0
34,4135001,2026-05-24 09:00:00,24.94,39.56,569.87,597.88,4.4,E,77.8,16.3,0.0
35,4135001,2026-05-24 10:00:00,24.92,45.16,798.46,836.38,4.22,N,32.4,0.0,0.0
36,4135001,2026-05-24 11:00:00,28.87,49.65,754.48,789.04,0.0,E,50.5,18.9,0.0
37,4135001,2026-05-24 12:00:00,27.89,51.28,922.42,931.26,0.67,SW,71.6,11.2,0.0
38,4135001,2026-05-24 13:00:00,33.08,56.75,901.66,956.66,3.63,SE,29.5,9.3,0.0
39,4135001,2026-05-24 14:00:00,33.89,48.05,585.18,603.12,5.57,E,31.6,33.0,0.0
40,4135001,2026-05-24 15:00:00,34.59,51.84,630.31,678.27,4.09,W,86.9,22.2,0.0
41,4135001,2026-05-24 16:00:00,32.14,43.18,420.35,435.63,0.64,E,22.5,29.9,0.0
42,4135001,2026-05-24 17:00:00,32.13,39.16,325.03,350.95,3.29,SE,36.5,34.2,0.0
43,4135001,2026-05-24 18:00:00,31.28,35.27,144.74,145.08,2.07,W,41.8,41.4,0.0
44,4135001,2026-05-24 19:00:00,28.18,28.23,6.25,6.28,0.01,NE,21.7,0.0,0.0
45,4135001,2026-05-24 20:00:00,25.52,26.26,0.0,0.0,3.52,SE,64.6,14.7,0.0
46,4135001,2026-05-24 21:00:00,25.62,25.72,0.0,0.0,2.25,N,18.4,30.6,0.0
47,4135001,2026-05-24 22:00:00,22.63,24.36,0.0,0.0,3.83,NE,26.3,35.7,0.0
48,4135001,2026-05-24 23:00:00,20.61,20.01,0.0,0.0,1.49,NW,33.2,15.6,0.0
49,4135001,2026-05-25 00:00:00,18.03,18.39,0.0,0.0,2.65,E,18.4,22.8,0.0
50,4135001,2026-05-25 01:00:00,16.67,16.53,0.0,0.0,6.32,SW,82.4,3.1,0.0
51,4135001,2026-05-25 02:00:00,16.6,15.75,0.0,0.0,3.16,W,50.7,27.5,0.0
52,4135001,2026-05-25 03:00:00,13.66,13.2,0.0,0.0,6.3,NE,64.9,12.8,0.0
53,4135001,2026-05-25 04:00:00,14.82,14.53,0.0,0.0,4.19,NE,38.9,25.9,0.0
54,4135001,2026-05-25 05:00:00,19.32,19.55,0.0,0.0,3.35,SE,55.5,16.5,0.0
55,4135001,2026-05-25 06:00:00,16.7,17.13,0.0,0.0,4.26,N,64.5,23.8,0.0
56,4135001,2026-05-25 07:00:00,20.62,23.05,163.9,164.1,0.01,E,18.1,38.1,0.0
57,4135001,2026-05-25 08:00:00,19.87,24.16,279.09,300.49,7.07,W,52.8,34.7,0.0
58,4135001,2026-05-25 09:00:00,24.12,38.9,571.65,581.21,3.75,SW,57.0,9.1,0.0
59,4135001,2026-05-25 10:00:00,25.17,44.61,781.91,843.85,2.89,E,70.3,4.7,0.0
60,4135001,2026-05-25 11:00:00,30.38,51.73,835.17,847.26,2.48,N,53.1,1.6,0.0
61,4135001,2026-05-25 12:00:00,31.74,46.77,669.99,674.5,0.5,S,30.1,33.3,0.0
62,4135001,2026-05-25 13:00:00,32.04,52.96,843.47,879.88,4.26,SW,51.9,18.2,0.0
63,4135001,2026-05-25 14:00:00,32.59,54.7,862.09,902.58,1.55,N,22.6,5.1,0.0
64,4135001,2026-05-25 15:00:00,32.08,53.6,792.98,805.14,2.94,SE,33.2,7.0,0.0
65,4135001,2026-05-25 16:00:00,32.61,44.29,439.11,463.81,3.5,NW,18.8,39.2,0.0
66,4135001,2026-05-25 17:00:00,28.9,38.65,419.19,445.42,1.48,SE,57.9,22.7,0.0
67,4135001,2026-05-25 18:00:00,30.65,36.65,168.97,182.28,3.6,E,77.8,15.3,0.0
68,4135001,2026-05-25 19:00:00,29.48,29.72,0.0,0.0,4.02,N,34.6,17.7,0.0
69,4135001,2026-05-25 20:00:00,25.57,26.11,0.0,0.0,3.92,E,14.7,23.2,0.0
70,4135001,2026-05-25 21:00:00,22.29,22.74,0.0,0.0,1.15,N,57.8,16.1,0.0
71,4135001,2026-05-25 22:00:00,23.41,22.97,0.0,0.0,3.63,W,33.8,37.3,0.0
72,4135001,2026-05-25 23:00:00,21.14,20.09,0.0,0.0,5.78,SE,90.9,2.3,0.0
73,4135001,2026-05-26 00:00:00,17.26,16.98,0.0,0.0,1.42,SE,55.4,21.6,0.0
74,4135001,2026-05-26 01:00:00,18.67,18.84,0.0,0.0,2.97,SW,56.1,0.0,0.0
75,4135001,2026-05-26 02:00:00,14.84,16.69,0.0,0.0,5.87,S,25.1,30.9,0.0
76,4135001,2026-05-26 03:00:00,15.21,16.43,0.0,0.0,0.49,N,44.7,19.2,0.0
77,4135001,2026-05-26 04:00:00,15.21,13.5,0.0,0.0,3.97,NE,35.6,16.8,0.0
78,4135001,2026-05-26 05:00:00,15.35,14.03,0.0,0.0,3.76,S,87.9,18.1,0.0
79,4135001,2026-05-26 06:00:00,17.44,18.25,0.0,0.0,5.2,SE,35.6,6.7,0.0
80,4135001,2026-05-26 07:00:00,18.95,23.99,210.15,218.77,2.81,NE,62.1,6.2,0.0
81,4135001,2026-05-26 08:00:00,18.89,24.88,267.75,277.5,2.88,W,65.0,38.9,0.0
82,4135001,2026-05-26 09:00:00,22.83,34.71,492.05,503.94,2.85,N,56.7,27.6,0.0
83,4135001,2026-05-26 10:00:00,26.31,38.63,481.72,500.59,0.7,SE,57.3,37.9,0.0
84,4135001,2026-05-26 11:00:00,25.76,40.84,637.34,672.18,5.54,W,50.1,37.9,0.0
85,4135001,2026-05-26 12:00:00,30.9,45.37,554.25,556.35,2.9,NW,50.0,43.8,0.0
86,4135001,2026-05-26 13:00:00,29.1,44.15,540.53,565.14,1.57,NE,11.5,44.2,0.0
87,4135001,2026-05-26 14:00:00,33.31,56.21,894.89,956.14,3.22,NW,39.6,0.5,0.0
88,4135001,2026-05-26 15:00:00,31.89,54.35,830.93,884.06,3.91,S,67.5,4.5,0.0
89,4135001,2026-05-26 16:00:00,33.1,43.46,467.14,467.86,2.31,E,22.0,40.8,0.0
90,4135001,2026-05-26 17:00:00,33.41,41.88,324.99,328.72,1.45,SW,52.1,31.1,0.0
91,4135001,2026-05-26 18:00:00,30.27,38.25,237.82,248.94,3.22,SE,49.5,0.6,0.0
92,4135001,2026-05-26 19:00:00,27.6,26.35,0.0,0.0,3.83,S,12.8,16.3,0.0
93,4135001,2026-05-26 20:00:00,27.6,28.63,0.0,0.0,1.85,W,25.5,20.3,0.0
94,4135001,2026-05-26 21:00:00,25.32,25.19,0.0,0.0,2.69,SW,48.9,11.1,0.0
95,4135001,2026-05-26 22:00:00,21.97,21.47,0.0,0.0,3.7,SE,37.8,10.6,0.0
96,4135001,2026-05-26 23:00:00,18.92,20.36,0.0,0.0,3.71,NE,24.1,0.0,0.0
97,4135001,2026-05-27 00:00:00,17.67,17.7,0.0,0.0,5.14,NW,8.0,14.4,0.0
98,4135001,2026-05-27 01:00:00,15.75,15.0,0.0,0.0,2.68,S,70.7,51.3,0.0
99,4135001,2026-05-27 02:00:00,17.59,17.63,0.0,0.0,3.05,E,47.4,46.2,0.0
100,4135001,2026-05-27 03:00:00,14.15,15.12,0.0,0.0,2.42,S,61.4,19.0,0.0
101,4135001,2026-05-27 04:00:00,15.32,15.66,0.0,0.0,0.1,NE,57.0,21.4,0.0
102,4135001,2026-05-27 05:00:00,16.31,15.61,0.0,0.0,1.05,N,37.7,7.6,0.0
103,4135001,2026-05-27 06:00:00,17.97,16.96,0.0,0.0,3.3,NE,10.9,21.6,0.0
104,4135001,2026-05-27 07:00:00,19.47,23.91,162.13,174.9,1.42,E,23.9,25.2,0.0
105,4135001,2026-05-27 08:00:00,21.15,26.43,299.35,319.61,1.87,N,35.0,36.3,0.0
106,4135001,2026-05-27 09:00:00,23.19,33.38,425.15,435.22,0.74,E,52.0,38.4,0.0
107,4135001,2026-05-27 10:00:00,25.58,47.34,757.74,812.06,1.16,S,46.3,3.8,0.0
108,4135001,2026-05-27 11:00:00,27.75,46.81,694.94,742.27,5.5,NE,54.5,34.6,0.0
109,4135001,2026-05-27 12:00:00,29.32,46.38,651.53,692.05,2.93,SE,78.9,33.0,0.0
110,4135001,2026-05-27 13:00:00,31.8,51.52,741.03,769.6,5.84,S,50.6,29.0,0.0
111,4135001,2026-05-27 14:00:00,33.82,50.3,600.6,644.66,4.62,NW,53.8,42.9,0.0
112,4135001,2026-05-27 15:00:00,29.48,46.86,653.65,692.43,0.44,SE,53.1,23.9,0.0
113,4135001,2026-05-27 16:00:00,34.34,45.76,458.04,480.86,3.2,NE,52.3,39.3,0.0
114,4135001,2026-05-27 17:00:00,31.75,39.38,345.88,353.65,2.01,NW,61.6,25.5,0.0
115,4135001,2026-05-27 18:00:00,30.63,35.06,146.75,150.5,1.53,SW,64.9,35.7,0.0
116,4135001,2026-05-27 19:00:00,26.66,27.04,5.56,5.86,3.8,S,56.4,15.3,0.0
117,4135001,2026-05-27 20:00:00,25.97,25.48,0.0,0.0,5.57,SE,77.3,12.7,0.0
118,4135001,2026-05-27 21:00:00,24.92,25.04,0.0,0.0,4.52,SE,43.9,15.3,0.0
119,4135001,2026-05-27 22:00:00,22.43,22.43,0.0,0.0,4.27,E,38.3,31.2,0.0
120,4135001,2026-05-27 23:00:00,21.23,20.73,0.0,0.0,1.53,N,26.6,30.6,0.0
121,4135001,2026-05-28 00:00:00,17.23,17.85,0.0,0.0,3.71,S,52.4,36.3,0.0
122,4135001,2026-05-28 01:00:00,13.59,13.63,0.0,0.0,4.87,SW,66.4,3.3,0.0
123,4135001,2026-05-28 02:00:00,15.89,15.36,0.0,0.0,4.78,W,35.0,19.0,0.0
124,4135001,2026-05-28 03:00:00,16.17,16.87,0.0,0.0,1.98,W,29.5,27.3,0.0
125,4135001,2026-05-28 04:00:00,14.16,14.6,0.0,0.0,2.87,SW,47.0,18.1,0.0
126,4135001,2026-05-28 05:00:00,16.39,16.8,0.0,0.0,3.91,SE,42.2,42.9,0.0
127,4135001,2026-05-28 06:00:00,18.99,18.35,0.0,0.0,1.48,NE,53.2,16.9,0.0
128,4135001,2026-05-28 07:00:00,19.22,22.87,201.64,204.74,3.56,NE,68.7,27.0,0.0
129,4135001,2026-05-28 08:00:00,21.96,33.98,467.91,497.51,3.3,SE,47.0,0.6,0.0
130,4135001,2026-05-28 09:00:00,23.67,39.22,620.99,645.87,4.47,N,48.2,3.6,0.0
131,4135001,2026-05-28 10:00:00,28.22,50.09,821.96,886.19,5.19,NE,65.3,3.7,0.0
132,4135001,2026-05-28 11:00:00,29.34,48.37,783.95,835.46,5.29,N,60.1,23.7,0.0
133,4135001,2026-05-28 12:00:00,30.08,53.32,890.16,952.76,5.01,E,38.5,11.0,0.0
134,4135001,2026-05-28 13:00:00,30.89,45.47,569.62,571.2,2.77,N,76.9,42.0,0.0
135,4135001,2026-05-28 14:00:00,31.62,45.68,550.88,586.99,5.41,S,42.0,46.1,0.0
136,4135001,2026-05-28 15:00:00,33.0,53.71,730.2,751.69,0.0,E,35.2,11.2,0.0
137,4135001,2026-05-28 16:00:00,32.23,43.8,405.88,432.6,3.49,NW,62.3,41.3,0.0
138,4135001,2026-05-28 17:00:00,31.8,42.39,350.77,375.26,0.93,SW,23.6,22.6,0.0
139,4135001,2026-05-28 18:00:00,29.18,32.08,144.67,154.26,6.08,NW,37.6,29.8,0.0
140,4135001,2026-05-28 19:00:00,27.3,27.22,0.0,0.0,1.98,S,47.7,25.3,0.0
141,4135001,2026-05-28 20:00:00,24.74,25.6,0.0,0.0,4.21,S,44.8,13.3,0.0
142,4135001,2026-05-28 21:00:00,24.74,24.59,0.0,0.0,4.81,NW,40.4,20.4,0.0
143,4135001,2026-05-28 22:00:00,24.02,22.8,0.0,0.0,5.58,N,26.0,27.4,0.0
144,4135001,2026-05-28 23:00:00,19.38,18.73,0.0,0.0,2.06,SE,29.2,50.8,0.0
145,4135001,2026-05-29 00:00:00,18.7,18.21,0.0,0.0,2.06,N,8.0,24.8,0.0
146,4135001,2026-05-29 01:00:00,14.77,16.1,0.0,0.0,5.26,N,52.4,21.8,0.0
147,4135001,2026-05-29 02:00:00,15.94,16.66,0.0,0.0,4.1,W,55.2,39.7,0.0
148,4135001,2026-05-29 03:00:00,15.1,15.43,0.0,0.0,3.24,NW,55.3,26.3,0.0
149,4135001,2026-05-29 04:00:00,16.84,15.84,0.0,0.0,2.35,SE,63.8,40.8,0.0
150,4135001,2026-05-29 05:00:00,16.0,14.44,0.0,0.0,5.63,NW,30.7,4.8,0.0
151,4135001,2026-05-29 06:00:00,16.88,17.66,0.0,0.0,5.98,NW,36.3,26.0,0.0
152,4135001,2026-05-29 07:00:00,19.44,23.21,149.36,159.24,4.26,SE,56.7,38.9,0.0
153,4135001,2026-05-29 08:00:00,21.22,28.98,283.98,297.14,3.24,NW,34.2,52.4,0.0
154,4135001,2026-05-29 09:00:00,21.4,29.44,386.96,401.38,3.3,S,49.5,35.8,0.0
155,4135001,2026-05-29 10:00:00,27.32,48.34,802.13,812.43,2.57,NE,8.0,7.0,0.0
156,4135001,2026-05-29 11:00:00,27.11,49.85,911.76,975.81,0.0,NW,56.1,6.2,0.0
157,4135001,2026-05-29 12:00:00,29.17,50.38,768.35,791.09,2.64,NE,23.8,24.4,0.0
158,4135001,2026-05-29 13:00:00,34.0,51.47,679.82,708.13,0.82,W,66.4,27.6,0.0
159,4135001,2026-05-29 14:00:00,30.82,51.72,795.2,824.57,3.67,S,16.4,14.2,0.0
160,4135001,2026-05-29 15:00:00,34.05,49.07,567.19,603.9,6.18,NE,53.4,33.5,0.0
161,4135001,2026-05-29 16:00:00,31.74,48.34,622.18,623.97,2.36,SW,26.4,19.6,0.0
162,4135001,2026-05-29 17:00:00,31.66,42.18,414.19,445.2,1.13,N,51.3,24.7,0.0
163,4135001,2026-05-29 18:00:00,29.76,33.09,143.88,148.46,2.6,E,61.5,27.6,0.0
164,4135001,2026-05-29 19:00:00,27.15,28.59,4.52,4.84,4.74,E,17.7,41.5,0.0
165,4135001,2026-05-29 20:00:00,24.4,24.38,0.0,0.0,4.09,NE,48.2,8.9,0.0
166,4135001,2026-05-29 21:00:00,20.56,20.24,0.0,0.0,0.4,NW,46.7,20.8,0.0
167,4135001,2026-05-29 22:00:00,22.07,21.16,0.0,0.0,5.56,W,35.2,44.3,0.0
168,4135001,2026-05-29 23:00:00,20.22,20.04,0.0,0.0,0.94,NE,66.3,0.0,0.0
169,4135001,2026-05-30 00:00:00,17.05,16.47,0.0,0.0,3.61,W,56.7,38.0,0.0
170,4135001,2026-05-30 01:00:00,18.88,17.31,0.0,0.0,5.39,NE,29.7,22.3,0.0
171,4135001,2026-05-30 02:00:00,16.47,16.5,0.0,0.0,2.86,NE,52.0,33.7,0.0
172,4135001,2026-05-30 03:00:00,15.99,16.91,0.0,0.0,4.39,SW,40.1,9.1,0.0
173,4135001,2026-05-30 04:00:00,13.34,13.58,0.0,0.0,2.5,S,8.0,32.7,0.0
174,4135001,2026-05-30 05:00:00,16.64,15.25,0.0,0.0,2.97,SE,50.2,40.0,0.0
175,4135001,2026-05-30 06:00:00,17.27,16.67,0.0,0.0,4.02,NW,43.1,21.5,0.0
176,4135001,2026-05-30 07:00:00,19.61,27.32,227.92,240.0,4.74,SE,32.0,11.2,0.0
177,4135001,2026-05-30 08:00:00,21.72,29.7,356.36,369.46,0.92,SE,13.2,26.5,0.0
178,4135001,2026-05-30 09:00:00,23.77,37.25,524.64,529.29,0.87,NE,38.0,27.0,0.0
179,4135001,2026-05-30 10:00:00,26.47,41.55,567.29,599.43,1.9,W,60.8,23.7,0.0
180,4135001,2026-05-30 11:00:00,28.47,44.02,621.91,656.99,2.63,NE,25.1,34.6,0.0
181,4135001,2026-05-30 12:00:00,28.95,51.49,888.68,905.79,5.32,E,50.9,10.1,0.0
182,4135001,2026-05-30 13:00:00,34.19,51.3,653.1,659.94,4.08,SE,61.1,22.2,0.0
183,4135001,2026-05-30 14:00:00,31.84,49.17,616.08,647.77,0.1,SE,22.2,17.9,0.0
184,4135001,2026-05-30 15:00:00,34.29,55.88,784.04,785.04,0.0,NW,56.1,7.4,0.0
185,4135001,2026-05-30 16:00:00,31.3,47.5,546.04,555.88,4.4,SW,14.6,13.9,0.0
186,4135001,2026-05-30 17:00:00,32.08,43.72,451.78,473.69,2.82,W,12.9,0.1,0.0
187,4135001,2026-05-30 18:00:00,28.48,32.13,168.28,181.06,2.62,SW,20.2,27.9,0.0
188,4135001,2026-05-30 19:00:00,28.33,28.19,9.71,9.82,1.89,NE,24.4,31.5,0.0
189,4135001,2026-05-30 20:00:00,24.93,25.1,0.0,0.0,0.66,S,45.5,31.3,0.0
190,4135001,2026-05-30 21:00:00,22.26,20.99,0.0,0.0,4.85,W,8.0,30.1,0.0
191,4135001,2026-05-30 22:00:00,21.49,22.04,0.0,0.0,3.01,NE,15.8,21.6,0.0
192,4135001,2026-05-30 23:00:00,18.95,17.57,0.0,0.0,2.92,NE,31.9,38.5,0.0
193,4135001,2026-05-31 00:00:00,18.02,18.26,0.0,0.0,1.49,SE,44.0,33.3,0.0
194,4135001,2026-05-31 01:00:00,15.83,17.19,0.0,0.0,3.51,SE,41.1,33.7,0.0
195,4135001,2026-05-31 02:00:00,15.0,14.96,0.0,0.0,2.12,SE,54.6,50.5,0.0
196,4135001,2026-05-31 03:00:00,14.09,14.67,0.0,0.0,4.42,W,66.2,28.2,0.0
197,4135001,2026-05-31 04:00:00,12.49,14.08,0.0,0.0,4.92,S,23.0,1.7,0.0
198,4135001,2026-05-31 05:00:00,16.55,17.63,0.0,0.0,4.76,W,45.1,38.0,0.0
199,4135001,2026-05-31 06:00:00,18.24,15.83,0.0,0.0,0.81,S,46.0,10.8,0.0
200,4135001,2026-05-31 07:00:00,18.89,24.48,165.84,175.62,2.58,S,40.7,17.8,0.0
201,4135001,2026-05-31 08:00:00,22.57,33.12,400.78,432.34,1.44,N,43.2,20.0,0.0
202,4135001,2026-05-31 09:00:00,24.0,34.56,395.4,420.32,3.06,NW,16.2,41.6,0.0
203,4135001,2026-05-31 10:00:00,24.39,39.98,561.5,591.08,2.04,NW,39.9,22.4,0.0
204,4135001,2026-05-31 11:00:00,27.73,48.29,766.11,819.13,3.6,SW,42.5,24.9,0.0
205,4135001,2026-05-31 12:00:00,28.71,42.47,549.85,559.35,3.86,W,36.6,57.0,0.0
206,4135001,2026-05-31 13:00:00,31.2,45.5,544.6,577.01,3.58,NE,79.3,41.1,0.0
207,4135001,2026-05-31 14:00:00,32.5,52.61,796.03,818.29,4.23,NE,43.0,10.1,0.0
208,4135001,2026-05-31 15:00:00,33.73,52.87,787.72,793.39,0.96,NW,33.1,15.1,0.0
209,4135001,2026-05-31 16:00:00,31.56,41.12,387.99,412.03,3.26,SE,43.4,41.5,0.0
210,4135001,2026-05-31 17:00:00,32.89,41.88,398.45,403.86,1.89,S,47.0,10.6,0.0
211,4135001,2026-05-31 18:00:00,28.79,33.73,164.23,175.48,2.28,W,50.6,31.0,0.0
212,4135001,2026-05-31 19:00:00,27.71,27.15,0.0,0.0,4.21,NE,75.8,27.6,0.0
213,4135001,2026-05-31 20:00:00,26.41,25.24,0.0,0.0,2.19,N,26.0,10.6,0.0
214,4135001,2026-05-31 21:00:00,25.01,24.09,0.0,0.0,2.48,SE,46.3,33.3,0.0
215,4135001,2026-05-31 22:00:00,23.01,23.31,0.0,0.0,3.54,N,24.8,31.3,0.0
216,4135001,2026-05-31 23:00:00,16.58,15.59,0.0,0.0,5.14,N,65.0,12.2,0.0
217,4135001,2026-06-01 00:00:00,18.85,17.2,0.0,0.0,3.64,SW,39.6,25.7,0.0
218,4135001,2026-06-01 01:00:00,16.03,15.46,0.0,0.0,3.14,N,53.0,17.5,0.0
219,4135001,2026-06-01 02:00:00,15.42,13.5,0.0,0.0,3.2,E,45.7,32.2,0.0
220,4135001,2026-06-01 03:00:00,15.33,15.32,0.0,0.0,2.46,NW,57.0,40.5,0.0
221,4135001,2026-06-01 04:00:00,14.99,12.89,0.0,0.0,5.15,NE,56.6,16.0,0.0
222,4135001,2026-06-01 05:00:00,18.08,17.2,0.0,0.0,4.4,E,46.0,18.5,0.0
223,4135001,2026-06-01 06:00:00,18.33,18.42,0.0,0.0,2.79,SE,71.6,15.0,0.0
224,4135001,2026-06-01 07:00:00,17.7,20.45,155.87,158.71,3.25,E,24.9,37.0,0.0
225,4135001,2026-06-01 08:00:00,21.95,29.81,314.06,315.69,3.96,N,32.5,29.8,0.0
226,4135001,2026-06-01 09:00:00,24.79,33.95,394.33,396.59,4.84,W,50.2,39.0,0.0
227,4135001,2026-06-01 10:00:00,25.88,39.82,526.93,535.48,2.3,NW,33.9,29.8,0.0
228,4135001,2026-06-01 11:00:00,30.67,51.1,730.9,744.02,4.36,NW,70.6,20.0,0.0
229,4135001,2026-06-01 12:00:00,30.68,43.4,530.13,563.07,0.7,W,54.8,50.3,0.0
230,4135001,2026-06-01 13:00:00,31.47,51.42,789.67,818.41,3.92,SE,36.9,11.4,0.0
231,4135001,2026-06-01 14:00:00,33.42,57.12,916.6,984.43,1.34,SW,45.6,4.2,0.0
232,4135001,2026-06-01 15:00:00,33.61,54.41,778.77,831.71,5.1,NW,8.0,0.5,0.0
233,4135001,2026-06-01 16:00:00,30.93,43.66,531.55,562.58,0.13,S,65.3,18.9,0.0
234,4135001,2026-06-01 17:00:00,32.83,45.17,446.13,453.97,2.55,E,29.5,9.1,0.0
235,4135001,2026-06-01 18:00:00,30.32,33.69,174.05,177.42,1.92,N,22.1,35.9,0.0
236,4135001,2026-06-01 19:00:00,26.34,25.58,0.0,0.0,1.81,SW,81.0,0.9,0.0
237,4135001,2026-06-01 20:00:00,24.2,23.54,0.0,0.0,1.56,E,61.3,25.0,0.0
238,4135001,2026-06-01 21:00:00,24.2,23.56,0.0,0.0,2.82,SW,31.8,42.7,0.0
239,4135001,2026-06-01 22:00:00,21.56,21.13,0.0,0.0,2.82,SW,39.5,32.7,0.0
240,4135001,2026-06-01 23:00:00,20.42,18.53,0.0,0.0,5.72,S,53.8,29.2,0.0
241,4135001,2026-06-02 00:00:00,17.67,17.42,0.0,0.0,2.74,W,48.6,3.9,0.0
242,4135001,2026-06-02 01:00:00,16.67,17.22,0.0,0.0,4.74,SE,46.6,42.8,0.0
243,4135001,2026-06-02 02:00:00,15.2,14.67,0.0,0.0,2.48,S,33.0,12.2,0.0
244,4135001,2026-06-02 03:00:00,16.35,16.25,0.0,0.0,5.1,NE,56.3,22.3,0.0
245,4135001,2026-06-02 04:00:00,16.1,16.09,0.0,0.0,3.45,S,44.5,0.0,0.0
246,4135001,2026-06-02 05:00:00,16.22,15.43,0.0,0.0,3.09,SE,21.0,0.0,0.0
247,4135001,2026-06-02 06:00:00,14.51,14.72,0.0,0.0,5.29,NE,36.1,36.4,0.0
248,4135001,2026-06-02 07:00:00,18.94,24.69,182.66,192.52,3.67,N,61.6,31.3,0.0
249,4135001,2026-06-02 08:00:00,20.02,29.33,396.33,414.46,4.0,SW,46.8,6.0,0.0
250,4135001,2026-06-02 09:00:00,27.43,41.48,526.22,560.19,2.41,N,12.4,19.1,0.0
251,4135001,2026-06-02 10:00:00,28.4,46.86,699.55,728.6,2.71,E,41.9,18.7,0.0
252,4135001,2026-06-02 11:00:00,28.09,50.14,902.23,919.57,2.78,N,46.0,0.0,0.0
253,4135001,2026-06-02 12:00:00,27.78,45.47,715.77,720.91,3.82,S,24.2,28.9,0.0
254,4135001,2026-06-02 13:00:00,31.23,55.55,959.64,1019.05,3.51,NW,56.3,4.0,0.0
255,4135001,2026-06-02 14:00:00,33.63,52.66,698.15,750.05,0.31,N,72.8,27.0,0.0
256,4135001,2026-06-02 15:00:00,32.66,50.48,704.93,738.91,1.52,N,30.6,16.7,0.0
257,4135001,2026-06-02 16:00:00,33.79,46.84,494.27,509.8,2.79,W,46.1,27.0,0.0
258,4135001,2026-06-02 17:00:00,31.85,40.17,351.34,358.57,3.16,NW,48.5,39.1,0.0
