reading_id,inverter_id,plant_id,timestamp,dc_power,ac_power,expected_ac_power,performance_ratio,dc_voltage,ac_frequency_hz,inverter_temp,daily_yield,total_yield,status_flag
32,INV_4135001_01,4135001,2026-05-24 07:00:00,435.23,427.98,452.2,0.946,622.2,50.061,34.0,427.98,5939093.4,normal
33,INV_4135001_01,4135001,2026-05-24 08:00:00,893.95,879.02,918.61,0.957,613.1,49.956,36.7,1307.0,5939972.5,normal
34,INV_4135001_01,4135001,2026-05-24 09:00:00,1354.24,1325.91,1407.8,0.942,605.2,50.048,41.0,2632.91,5941298.4,normal
35,INV_4135001_01,4135001,2026-05-24 10:00:00,1885.87,1844.5,1962.99,0.94,613.2,49.994,45.7,4477.41,5943142.9,normal
36,INV_4135001_01,4135001,2026-05-24 11:00:00,1802.77,1774.29,1856.61,0.956,597.1,49.984,46.5,6251.7,5944917.2,normal
37,INV_4135001_01,4135001,2026-05-24 12:00:00,2205.03,2155.0,2261.81,0.953,791.2,50.037,49.1,8406.7,5947072.2,normal
38,INV_4135001_01,4135001,2026-05-24 13:00:00,2111.45,2063.65,2211.87,0.933,769.4,50.005,46.7,10470.35,5949135.8,normal
39,INV_4135001_01,4135001,2026-05-24 14:00:00,1423.77,1399.5,1445.13,0.968,672.9,49.995,42.7,11869.84,5950535.3,normal
40,INV_4135001_01,4135001,2026-05-24 15:00:00,1509.29,1476.67,1555.11,0.95,762.3,50.011,43.6,13346.51,5952012.0,normal
41,INV_4135001_01,4135001,2026-05-24 16:00:00,1021.76,1002.77,1041.69,0.963,596.5,50.035,37.2,14349.28,5953014.7,normal
42,INV_4135001_01,4135001,2026-05-24 17:00:00,768.02,752.38,807.08,0.932,770.4,49.979,35.6,15101.66,5953767.1,normal
43,INV_4135001_01,4135001,2026-05-24 18:00:00,353.89,346.06,360.77,0.959,632.2,49.974,33.3,15447.72,5954113.2,normal
44,INV_4135001_01,4135001,2026-05-24 19:00:00,15.1,14.76,15.63,0.944,711.8,50.044,27.1,15462.48,5954127.9,normal
45,INV_4135001_01,4135001,2026-05-24 20:00:00,0.0,0.0,0.0,,0.0,49.958,32.2,15462.48,5954127.9,normal
46,INV_4135001_01,4135001,2026-05-24 21:00:00,0.0,0.0,0.0,,0.0,50.022,29.0,15462.48,5954127.9,normal
47,INV_4135001_01,4135001,2026-05-24 22:00:00,0.0,0.0,0.0,,0.0,50.008,30.5,15462.48,5954127.9,normal
48,INV_4135001_01,4135001,2026-05-24 23:00:00,0.0,0.0,0.0,,0.0,50.039,32.2,15462.48,5954127.9,normal
49,INV_4135001_01,4135001,2026-05-25 00:00:00,0.0,0.0,0.0,,0.0,50.001,28.4,0.0,5954127.9,normal
50,INV_4135001_01,4135001,2026-05-25 01:00:00,0.0,0.0,0.0,,0.0,50.01,28.3,0.0,5954127.9,normal
51,INV_4135001_01,4135001,2026-05-25 02:00:00,0.0,0.0,0.0,,0.0,50.054,29.6,0.0,5954127.9,normal
52,INV_4135001_01,4135001,2026-05-25 03:00:00,0.0,0.0,0.0,,0.0,50.025,28.7,0.0,5954127.9,normal
53,INV_4135001_01,4135001,2026-05-25 04:00:00,0.0,0.0,0.0,,0.0,50.0,28.7,0.0,5954127.9,normal
54,INV_4135001_01,4135001,2026-05-25 05:00:00,0.0,0.0,0.0,,0.0,49.989,29.5,0.0,5954127.9,normal
55,INV_4135001_01,4135001,2026-05-25 06:00:00,0.0,0.0,0.0,,0.0,49.947,32.8,0.0,5954127.9,normal
56,INV_4135001_01,4135001,2026-05-25 07:00:00,390.31,380.63,408.36,0.932,670.6,50.004,31.8,380.63,5954508.6,normal
57,INV_4135001_01,4135001,2026-05-25 08:00:00,684.94,673.42,693.67,0.971,671.5,49.991,35.3,1054.05,5955182.0,normal
58,INV_4135001_01,4135001,2026-05-25 09:00:00,1366.34,1335.97,1412.12,0.946,608.9,49.983,44.0,2390.02,5956518.0,normal
59,INV_4135001_01,4135001,2026-05-25 10:00:00,1871.95,1830.02,1922.98,0.952,660.3,50.026,47.9,4220.04,5958348.0,normal
60,INV_4135001_01,4135001,2026-05-25 11:00:00,2015.04,1972.05,2051.65,0.961,634.0,50.016,45.6,6192.1,5960320.0,normal
61,INV_4135001_01,4135001,2026-05-25 12:00:00,1610.16,1580.47,1651.64,0.957,617.0,50.021,46.6,7772.56,5961900.5,normal
62,INV_4135001_01,4135001,2026-05-25 13:00:00,2013.42,1974.52,2071.69,0.953,663.3,50.003,46.1,9747.08,5963875.0,normal
63,INV_4135001_01,4135001,2026-05-25 14:00:00,2002.72,1954.99,2116.57,0.924,728.6,49.954,45.0,11702.07,5965830.0,normal
64,INV_4135001_01,4135001,2026-05-25 15:00:00,1860.03,1816.24,1949.76,0.932,817.6,50.023,45.9,13518.31,5967646.3,normal
65,INV_4135001_01,4135001,2026-05-25 16:00:00,1032.08,1013.2,1087.75,0.931,811.8,50.036,40.5,14531.52,5968659.5,normal
66,INV_4135001_01,4135001,2026-05-25 17:00:00,989.0,970.96,1038.85,0.935,803.5,50.015,37.3,15502.48,5969630.4,normal
67,INV_4135001_01,4135001,2026-05-25 18:00:00,398.96,390.23,420.94,0.927,728.4,49.991,31.8,15892.71,5970020.7,normal
68,INV_4135001_01,4135001,2026-05-25 19:00:00,0.0,0.0,0.0,,0.0,50.081,27.7,15892.71,5970020.7,normal
69,INV_4135001_01,4135001,2026-05-25 20:00:00,0.0,0.0,0.0,,0.0,50.025,31.3,15892.71,5970020.7,normal
70,INV_4135001_01,4135001,2026-05-25 21:00:00,0.0,0.0,0.0,,0.0,49.932,28.7,15892.71,5970020.7,normal
71,INV_4135001_01,4135001,2026-05-25 22:00:00,0.0,0.0,0.0,,0.0,50.083,33.0,15892.71,5970020.7,normal
72,INV_4135001_01,4135001,2026-05-25 23:00:00,0.0,0.0,0.0,,0.0,50.013,33.5,15892.71,5970020.7,normal
73,INV_4135001_01,4135001,2026-05-26 00:00:00,0.0,0.0,0.0,,0.0,50.0,30.4,0.0,5970020.7,normal
74,INV_4135001_01,4135001,2026-05-26 01:00:00,0.0,0.0,0.0,,0.0,50.015,27.9,0.0,5970020.7,normal
75,INV_4135001_01,4135001,2026-05-26 02:00:00,0.0,0.0,0.0,,0.0,50.044,29.4,0.0,5970020.7,normal
76,INV_4135001_01,4135001,2026-05-26 03:00:00,0.0,0.0,0.0,,0.0,50.006,29.9,0.0,5970020.7,normal
77,INV_4135001_01,4135001,2026-05-26 04:00:00,0.0,0.0,0.0,,0.0,49.946,31.5,0.0,5970020.7,normal
78,INV_4135001_01,4135001,2026-05-26 05:00:00,0.0,0.0,0.0,,0.0,49.969,30.3,0.0,5970020.7,normal
79,INV_4135001_01,4135001,2026-05-26 06:00:00,0.0,0.0,0.0,,0.0,50.041,31.4,0.0,5970020.7,normal
80,INV_4135001_01,4135001,2026-05-26 07:00:00,502.85,492.44,523.07,0.941,621.5,50.014,32.6,492.44,5970513.1,normal
81,INV_4135001_01,4135001,2026-05-26 08:00:00,653.86,643.44,665.65,0.967,762.1,49.973,36.6,1135.88,5971156.5,normal
82,INV_4135001_01,4135001,2026-05-26 09:00:00,1197.59,1170.9,1217.52,0.962,659.3,49.955,40.4,2306.78,5972327.4,normal
83,INV_4135001_01,4135001,2026-05-26 10:00:00,1169.64,1143.53,1192.24,0.959,786.8,49.989,42.6,3450.31,5973471.0,normal
84,INV_4135001_01,4135001,2026-05-26 11:00:00,1529.86,1504.62,1572.22,0.957,735.4,50.053,43.5,4954.93,5974975.6,normal
85,INV_4135001_01,4135001,2026-05-26 12:00:00,1354.29,1330.18,1369.66,0.971,736.5,49.957,37.4,6285.11,5976305.8,normal
86,INV_4135001_01,4135001,2026-05-26 13:00:00,1298.43,1276.3,1336.12,0.955,790.8,49.957,44.1,7561.42,5977582.1,normal
87,INV_4135001_01,4135001,2026-05-26 14:00:00,2120.58,2073.7,2195.59,0.944,592.7,49.988,48.1,9635.12,5979655.8,normal
88,INV_4135001_01,4135001,2026-05-26 15:00:00,1974.5,1926.95,2041.43,0.944,799.2,49.979,46.7,11562.06,5981582.7,normal
89,INV_4135001_01,4135001,2026-05-26 16:00:00,1122.35,1102.29,1156.51,0.953,743.1,50.009,36.8,12664.36,5982685.0,normal
90,INV_4135001_01,4135001,2026-05-26 17:00:00,788.04,771.5,806.97,0.956,721.9,50.003,38.9,13435.86,5983456.5,normal
91,INV_4135001_01,4135001,2026-05-26 18:00:00,582.18,569.94,591.6,0.963,754.0,49.931,35.2,14005.79,5984026.5,normal
92,INV_4135001_01,4135001,2026-05-26 19:00:00,0.0,0.0,0.0,,0.0,50.03,31.8,14005.79,5984026.5,normal
93,INV_4135001_01,4135001,2026-05-26 20:00:00,0.0,0.0,0.0,,0.0,50.032,30.2,14005.79,5984026.5,normal
94,INV_4135001_01,4135001,2026-05-26 21:00:00,0.0,0.0,0.0,,0.0,50.049,31.1,14005.79,5984026.5,normal
95,INV_4135001_01,4135001,2026-05-26 22:00:00,0.0,0.0,0.0,,0.0,50.019,30.8,14005.79,5984026.5,normal
96,INV_4135001_01,4135001,2026-05-26 23:00:00,0.0,0.0,0.0,,0.0,50.074,32.3,14005.79,5984026.5,normal
97,INV_4135001_01,4135001,2026-05-27 00:00:00,0.0,0.0,0.0,,0.0,50.028,30.0,0.0,5984026.5,normal
98,INV_4135001_01,4135001,2026-05-27 01:00:00,0.0,0.0,0.0,,0.0,50.031,31.3,0.0,5984026.5,normal
99,INV_4135001_01,4135001,2026-05-27 02:00:00,0.0,0.0,0.0,,0.0,50.06,30.0,0.0,5984026.5,normal
100,INV_4135001_01,4135001,2026-05-27 03:00:00,0.0,0.0,0.0,,0.0,50.066,32.1,0.0,5984026.5,normal
101,INV_4135001_01,4135001,2026-05-27 04:00:00,0.0,0.0,0.0,,0.0,50.005,30.0,0.0,5984026.5,normal
102,INV_4135001_01,4135001,2026-05-27 05:00:00,0.0,0.0,0.0,,0.0,49.98,33.2,0.0,5984026.5,normal
103,INV_4135001_01,4135001,2026-05-27 06:00:00,0.0,0.0,0.0,,0.0,50.07,30.3,0.0,5984026.5,normal
104,INV_4135001_01,4135001,2026-05-27 07:00:00,397.15,388.11,403.95,0.961,643.2,50.071,33.0,388.11,5984414.6,normal
105,INV_4135001_01,4135001,2026-05-27 08:00:00,716.26,698.8,743.72,0.94,611.9,50.003,36.7,1086.91,5985113.4,normal
106,INV_4135001_01,4135001,2026-05-27 09:00:00,1010.98,990.05,1053.47,0.94,604.4,50.031,35.3,2076.96,5986103.4,normal
107,INV_4135001_01,4135001,2026-05-27 10:00:00,1778.84,1737.0,1864.48,0.932,802.1,49.995,44.0,3813.96,5987840.4,normal
108,INV_4135001_01,4135001,2026-05-27 11:00:00,1644.18,1611.14,1712.23,0.941,771.2,50.031,43.0,5425.11,5989451.6,normal
109,INV_4135001_01,4135001,2026-05-27 12:00:00,1603.31,1572.6,1606.75,0.979,684.2,49.991,45.0,6997.71,5991024.2,normal
110,INV_4135001_01,4135001,2026-05-27 13:00:00,1767.22,1723.21,1824.01,0.945,710.8,50.009,42.9,8720.91,5992747.4,normal
111,INV_4135001_01,4135001,2026-05-27 14:00:00,1429.23,1393.72,1482.75,0.94,681.3,50.059,40.3,10114.63,5994141.1,normal
112,INV_4135001_01,4135001,2026-05-27 15:00:00,1550.91,1514.98,1611.91,0.94,642.4,50.027,40.9,11629.62,5995656.1,normal
113,INV_4135001_01,4135001,2026-05-27 16:00:00,1099.43,1081.63,1134.2,0.954,773.1,49.962,38.7,12711.25,5996737.7,normal
114,INV_4135001_01,4135001,2026-05-27 17:00:00,844.02,824.43,858.47,0.96,752.0,50.022,36.5,13535.68,5997562.1,normal
115,INV_4135001_01,4135001,2026-05-27 18:00:00,355.65,347.95,365.76,0.951,622.7,49.986,32.5,13883.63,5997910.1,normal
116,INV_4135001_01,4135001,2026-05-27 19:00:00,13.66,13.43,13.9,0.966,792.9,49.938,28.9,13897.06,5997923.5,normal
117,INV_4135001_01,4135001,2026-05-27 20:00:00,0.0,0.0,0.0,,0.0,49.976,29.5,13897.06,5997923.5,normal
118,INV_4135001_01,4135001,2026-05-27 21:00:00,0.0,0.0,0.0,,0.0,50.0,28.5,13897.06,5997923.5,normal
119,INV_4135001_01,4135001,2026-05-27 22:00:00,0.0,0.0,0.0,,0.0,50.034,30.4,13897.06,5997923.5,normal
120,INV_4135001_01,4135001,2026-05-27 23:00:00,0.0,0.0,0.0,,0.0,50.005,32.2,13897.06,5997923.5,normal
121,INV_4135001_01,4135001,2026-05-28 00:00:00,0.0,0.0,0.0,,0.0,50.033,30.4,0.0,5997923.5,normal
122,INV_4135001_01,4135001,2026-05-28 01:00:00,0.0,0.0,0.0,,0.0,49.932,30.5,0.0,5997923.5,normal
123,INV_4135001_01,4135001,2026-05-28 02:00:00,0.0,0.0,0.0,,0.0,49.98,28.6,0.0,5997923.5,normal
124,INV_4135001_01,4135001,2026-05-28 03:00:00,0.0,0.0,0.0,,0.0,50.019,31.1,0.0,5997923.5,normal
125,INV_4135001_01,4135001,2026-05-28 04:00:00,0.0,0.0,0.0,,0.0,49.97,29.3,0.0,5997923.5,normal
126,INV_4135001_01,4135001,2026-05-28 05:00:00,0.0,0.0,0.0,,0.0,49.977,31.9,0.0,5997923.5,normal
127,INV_4135001_01,4135001,2026-05-28 06:00:00,0.0,0.0,0.0,,0.0,50.074,29.6,0.0,5997923.5,normal
128,INV_4135001_01,4135001,2026-05-28 07:00:00,481.52,472.07,501.98,0.94,795.1,50.001,36.1,472.07,5998395.6,normal
129,INV_4135001_01,4135001,2026-05-28 08:00:00,1101.0,1075.24,1158.4,0.928,772.5,50.022,40.8,1547.3,5999470.8,normal
130,INV_4135001_01,4135001,2026-05-28 09:00:00,1495.09,1468.22,1532.42,0.958,641.7,49.996,43.4,3015.52,6000939.0,normal
131,INV_4135001_01,4135001,2026-05-28 10:00:00,1943.71,1913.05,2019.78,0.947,591.1,50.056,45.4,4928.57,6002852.1,normal
132,INV_4135001_01,4135001,2026-05-28 11:00:00,1878.28,1832.47,1927.92,0.95,596.6,50.041,46.2,6761.04,6004684.5,normal
133,INV_4135001_01,4135001,2026-05-28 12:00:00,2155.21,2120.98,2184.19,0.971,669.7,49.932,48.1,8882.02,6006805.5,normal
134,INV_4135001_01,4135001,2026-05-28 13:00:00,1352.86,1330.49,1407.17,0.946,595.0,49.935,40.8,10212.51,6008136.0,normal
135,INV_4135001_01,4135001,2026-05-28 14:00:00,1328.17,1298.91,1361.43,0.954,641.7,49.987,41.3,11511.42,6009434.9,normal
136,INV_4135001_01,4135001,2026-05-28 15:00:00,1718.09,1680.3,1797.76,0.935,711.2,50.029,46.1,13191.72,6011115.2,normal
137,INV_4135001_01,4135001,2026-05-28 16:00:00,995.08,978.86,1006.13,0.973,689.5,50.052,37.0,14170.58,6012094.1,normal
138,INV_4135001_01,4135001,2026-05-28 17:00:00,847.71,830.08,870.52,0.954,652.8,49.992,37.1,15000.66,6012924.2,normal
139,INV_4135001_01,4135001,2026-05-28 18:00:00,347.82,342.45,360.58,0.95,602.8,49.958,34.0,15343.11,6013266.6,normal
140,INV_4135001_01,4135001,2026-05-28 19:00:00,0.0,0.0,0.0,,0.0,50.035,28.5,15343.11,6013266.6,normal
141,INV_4135001_01,4135001,2026-05-28 20:00:00,0.0,0.0,0.0,,0.0,50.005,31.6,15343.11,6013266.6,normal
142,INV_4135001_01,4135001,2026-05-28 21:00:00,0.0,0.0,0.0,,0.0,49.931,28.1,15343.11,6013266.6,normal
143,INV_4135001_01,4135001,2026-05-28 22:00:00,0.0,0.0,0.0,,0.0,50.006,30.9,15343.11,6013266.6,normal
144,INV_4135001_01,4135001,2026-05-28 23:00:00,0.0,0.0,0.0,,0.0,49.966,28.9,15343.11,6013266.6,normal
145,INV_4135001_01,4135001,2026-05-29 00:00:00,0.0,0.0,0.0,,0.0,50.014,31.7,0.0,6013266.6,normal
146,INV_4135001_01,4135001,2026-05-29 01:00:00,0.0,0.0,0.0,,0.0,49.971,28.0,0.0,6013266.6,normal
147,INV_4135001_01,4135001,2026-05-29 02:00:00,0.0,0.0,0.0,,0.0,50.076,30.7,0.0,6013266.6,normal
148,INV_4135001_01,4135001,2026-05-29 03:00:00,0.0,0.0,0.0,,0.0,49.982,28.4,0.0,6013266.6,normal
149,INV_4135001_01,4135001,2026-05-29 04:00:00,0.0,0.0,0.0,,0.0,49.96,30.6,0.0,6013266.6,normal
150,INV_4135001_01,4135001,2026-05-29 05:00:00,0.0,0.0,0.0,,0.0,49.991,28.5,0.0,6013266.6,normal
151,INV_4135001_01,4135001,2026-05-29 06:00:00,0.0,0.0,0.0,,0.0,49.977,28.0,0.0,6013266.6,normal
152,INV_4135001_01,4135001,2026-05-29 07:00:00,362.98,357.16,372.24,0.959,613.1,49.981,34.9,357.16,6013623.8,normal
153,INV_4135001_01,4135001,2026-05-29 08:00:00,685.66,673.34,705.77,0.954,704.1,49.961,37.0,1030.5,6014297.1,normal
154,INV_4135001_01,4135001,2026-05-29 09:00:00,943.53,927.53,959.61,0.967,622.2,50.034,41.3,1958.03,6015224.6,normal
155,INV_4135001_01,4135001,2026-05-29 10:00:00,1951.81,1905.49,1971.86,0.966,747.1,50.035,46.4,3863.51,6017130.1,normal
156,INV_4135001_01,4135001,2026-05-29 11:00:00,2130.98,2077.82,2236.16,0.929,714.2,49.949,45.9,5941.33,6019208.0,normal
157,INV_4135001_01,4135001,2026-05-29 12:00:00,1820.55,1776.33,1890.17,0.94,705.0,50.038,44.7,7717.66,6020984.3,normal
158,INV_4135001_01,4135001,2026-05-29 13:00:00,1629.95,1598.77,1675.52,0.954,754.4,49.923,45.3,9316.43,6022583.0,normal
159,INV_4135001_01,4135001,2026-05-29 14:00:00,1877.57,1845.35,1955.11,0.944,730.3,50.007,45.0,11161.77,6024428.4,normal
160,INV_4135001_01,4135001,2026-05-29 15:00:00,1348.97,1320.84,1401.26,0.943,796.8,50.03,43.7,12482.62,6025749.2,normal
161,INV_4135001_01,4135001,2026-05-29 16:00:00,1500.85,1467.11,1535.33,0.956,785.7,49.994,42.4,13949.73,6027216.3,normal
162,INV_4135001_01,4135001,2026-05-29 17:00:00,999.91,977.09,1026.55,0.952,711.2,50.042,38.3,14926.82,6028193.4,normal
163,INV_4135001_01,4135001,2026-05-29 18:00:00,349.12,343.17,358.63,0.957,621.1,49.938,33.4,15269.98,6028536.6,normal
164,INV_4135001_01,4135001,2026-05-29 19:00:00,10.94,10.72,11.31,0.948,608.9,50.012,30.7,15280.7,6028547.3,normal
165,INV_4135001_01,4135001,2026-05-29 20:00:00,0.0,0.0,0.0,,0.0,49.931,30.8,15280.7,6028547.3,normal
166,INV_4135001_01,4135001,2026-05-29 21:00:00,0.0,0.0,0.0,,0.0,49.962,31.7,15280.7,6028547.3,normal
167,INV_4135001_01,4135001,2026-05-29 22:00:00,0.0,0.0,0.0,,0.0,49.912,27.5,15280.7,6028547.3,normal
168,INV_4135001_01,4135001,2026-05-29 23:00:00,0.0,0.0,0.0,,0.0,50.049,30.9,15280.7,6028547.3,normal
169,INV_4135001_01,4135001,2026-05-30 00:00:00,0.0,0.0,0.0,,0.0,50.037,28.2,0.0,6028547.3,normal
170,INV_4135001_01,4135001,2026-05-30 01:00:00,0.0,0.0,0.0,,0.0,50.031,29.8,0.0,6028547.3,normal
171,INV_4135001_01,4135001,2026-05-30 02:00:00,0.0,0.0,0.0,,0.0,50.007,28.6,0.0,6028547.3,normal
172,INV_4135001_01,4135001,2026-05-30 03:00:00,0.0,0.0,0.0,,0.0,50.009,28.9,0.0,6028547.3,normal
173,INV_4135001_01,4135001,2026-05-30 04:00:00,0.0,0.0,0.0,,0.0,50.021,29.9,0.0,6028547.3,normal
174,INV_4135001_01,4135001,2026-05-30 05:00:00,0.0,0.0,0.0,,0.0,50.066,29.4,0.0,6028547.3,normal
175,INV_4135001_01,4135001,2026-05-30 06:00:00,0.0,0.0,0.0,,0.0,49.983,29.7,0.0,6028547.3,normal
176,INV_4135001_01,4135001,2026-05-30 07:00:00,543.96,532.63,567.1,0.939,595.4,50.0,32.7,532.63,6029080.0,normal
177,INV_4135001_01,4135001,2026-05-30 08:00:00,868.61,847.52,884.29,0.958,706.5,50.007,35.9,1380.15,6029927.5,normal
178,INV_4135001_01,4135001,2026-05-30 09:00:00,1261.74,1237.8,1297.29,0.954,684.9,49.996,41.7,2617.95,6031165.3,normal
179,INV_4135001_01,4135001,2026-05-30 10:00:00,1357.15,1332.12,1401.5,0.95,592.6,49.935,42.9,3950.07,6032497.4,normal
180,INV_4135001_01,4135001,2026-05-30 11:00:00,1509.14,1479.84,1534.67,0.964,801.7,49.952,42.6,5429.91,6033977.2,normal
181,INV_4135001_01,4135001,2026-05-30 12:00:00,2081.67,2031.56,2180.62,0.932,725.1,49.992,48.7,7461.47,6036008.8,normal
182,INV_4135001_01,4135001,2026-05-30 13:00:00,1542.55,1513.52,1610.57,0.94,631.8,50.068,44.3,8975.0,6037522.3,normal
183,INV_4135001_01,4135001,2026-05-30 14:00:00,1495.64,1468.13,1520.46,0.966,781.8,49.996,42.7,10443.13,6038990.5,normal
184,INV_4135001_01,4135001,2026-05-30 15:00:00,1828.41,1782.94,1928.14,0.925,742.6,49.997,47.4,12226.07,6040773.4,normal
185,INV_4135001_01,4135001,2026-05-30 16:00:00,1329.53,1309.41,1349.59,0.97,648.0,50.045,41.9,13535.48,6042082.8,normal
186,INV_4135001_01,4135001,2026-05-30 17:00:00,1095.42,1074.19,1118.83,0.96,755.5,50.017,38.7,14609.67,6043157.0,normal
187,INV_4135001_01,4135001,2026-05-30 18:00:00,405.97,398.16,419.22,0.95,665.6,49.959,34.3,15007.83,6043555.2,normal
188,INV_4135001_01,4135001,2026-05-30 19:00:00,23.31,22.87,24.27,0.942,590.0,50.006,29.7,15030.7,6043578.0,normal
189,INV_4135001_01,4135001,2026-05-30 20:00:00,0.0,0.0,0.0,,0.0,49.961,29.1,15030.7,6043578.0,normal
190,INV_4135001_01,4135001,2026-05-30 21:00:00,0.0,0.0,0.0,,0.0,50.029,30.0,15030.7,6043578.0,normal
191,INV_4135001_01,4135001,2026-05-30 22:00:00,0.0,0.0,0.0,,0.0,49.968,30.1,15030.7,6043578.0,normal
192,INV_4135001_01,4135001,2026-05-30 23:00:00,0.0,0.0,0.0,,0.0,49.998,30.2,15030.7,6043578.0,normal
193,INV_4135001_01,4135001,2026-05-31 00:00:00,0.0,0.0,0.0,,0.0,49.97,32.1,0.0,6043578.0,normal
194,INV_4135001_01,4135001,2026-05-31 01:00:00,0.0,0.0,0.0,,0.0,50.019,32.3,0.0,6043578.0,normal
195,INV_4135001_01,4135001,2026-05-31 02:00:00,0.0,0.0,0.0,,0.0,50.057,31.9,0.0,6043578.0,normal
196,INV_4135001_01,4135001,2026-05-31 03:00:00,0.0,0.0,0.0,,0.0,49.968,30.8,0.0,6043578.0,normal
197,INV_4135001_01,4135001,2026-05-31 04:00:00,0.0,0.0,0.0,,0.0,49.992,30.5,0.0,6043578.0,normal
198,INV_4135001_01,4135001,2026-05-31 05:00:00,0.0,0.0,0.0,,0.0,50.044,29.2,0.0,6043578.0,normal
199,INV_4135001_01,4135001,2026-05-31 06:00:00,0.0,0.0,0.0,,0.0,49.91,30.7,0.0,6043578.0,normal
200,INV_4135001_01,4135001,2026-05-31 07:00:00,399.71,391.66,413.18,0.948,606.4,49.974,32.4,391.66,6043969.7,normal
